# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animale și articole pentru animale de companie
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Lemn și forme pentru proiecte de artizanat > Dibluri din lemn pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Lemn și forme pentru proiecte de artizanat > Forme din lemn pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-5    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Lemn și forme pentru proiecte de artizanat > Plăci din lemn pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-6    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Lemn și forme pentru proiecte de artizanat > Secțiuni din lemn pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-7    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Lemn și forme pentru proiecte de artizanat > Bețe din lemn pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-4-3      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Forme din papier mâché
gid://shopify/TaxonomyCategory/ae-2-1-2-4-4      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Cadre în formă de coroane și florale
gid://shopify/TaxonomyCategory/ae-2-1-2-5        : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Lipici pentru birou și proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Lipici pentru birou și proiecte de artizanat > Adeziv transparent
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Lipici pentru birou și proiecte de artizanat > Lipici pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Lipici pentru birou și proiecte de artizanat > Adeziv pentru țesături
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Lipici pentru birou și proiecte de artizanat > Baghete de adeziv
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-5    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Lipici pentru birou și proiecte de artizanat > Adeziv lichid
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-6    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Lipici pentru birou și proiecte de artizanat > Lipici pentru școală
gid://shopify/TaxonomyCategory/ae-2-1-2-5-1-7    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Lipici pentru birou și proiecte de artizanat > Lipici alb
gid://shopify/TaxonomyCategory/ae-2-1-2-5-2      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Magneți pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-5-3      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Bandă decorativă
gid://shopify/TaxonomyCategory/ae-2-1-2-5-4      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Bandă cu motive florale
gid://shopify/TaxonomyCategory/ae-2-1-2-5-4-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Bandă cu motive florale > Banda pentru corsaje
gid://shopify/TaxonomyCategory/ae-2-1-2-5-4-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Bandă cu motive florale > Bandă tijă
gid://shopify/TaxonomyCategory/ae-2-1-2-5-5      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Bandă fuzibilă
gid://shopify/TaxonomyCategory/ae-2-1-2-5-5-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Bandă fuzibilă > Bandă termofuzibilă
gid://shopify/TaxonomyCategory/ae-2-1-2-5-5-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Bandă fuzibilă > Banda termofuzibilă pentru tiv
gid://shopify/TaxonomyCategory/ae-2-1-2-5-5-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Bandă fuzibilă > Banda termofuzibilă pentru cusături
gid://shopify/TaxonomyCategory/ae-2-1-2-5-5-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Adezivi și magneți pentru proiecte de artizanat > Bandă fuzibilă > Banda fuzibilă tip plasă
gid://shopify/TaxonomyCategory/ae-2-1-2-6        : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-6-1      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Șnur pentru bijuterii și mărgele
gid://shopify/TaxonomyCategory/ae-2-1-2-6-1-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Șnur pentru bijuterii și mărgele > Ață pentru mărgele
gid://shopify/TaxonomyCategory/ae-2-1-2-6-1-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Șnur pentru bijuterii și mărgele > Role de lanț
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Ață și ață dentară
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Ață și ață dentară > Ață de croșetat
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Ață și ață dentară > Ață pentru punct de cruciuliță
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Ață și ață dentară > Ață pentru matlasare
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-6    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Ață și ață dentară > Ață de cusut
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-7    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Ață și ață dentară > Ață pentru tapițerie
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Fibre nefilate
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Fibre nefilate > Fibre vatelină
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Fibre nefilate > Fibre „nor”
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Fibre nefilate > Fibre fleece
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Fibre nefilate > Semitort din fibre
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-5    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Fibre nefilate > Sculuri de fibre
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-6    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Fibre nefilate > Fibre cu lungimi diferite
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-7    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Fibre nefilate > Fibre top
gid://shopify/TaxonomyCategory/ae-2-1-2-6-4      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Fibre pentru proiecte de artizanat > Fire
gid://shopify/TaxonomyCategory/ae-2-1-2-7        : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-7-1      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Tije flexibile pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-7-2      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Sârmă pentru flori
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Sârmă pentru bijuterii și mărgele
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Sârmă pentru bijuterii și mărgele > Sârmă Accu-Flex
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Sârmă pentru bijuterii și mărgele > Sârmă pentru mărgele
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Sârmă pentru bijuterii și mărgele > Sârmă pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Sârmă pentru bijuterii și mărgele > Sârmă franceză
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-5    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Sârmă pentru bijuterii și mărgele > Sârmă cu memorie
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-6    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Sârmă pentru bijuterii și mărgele > Sârmă Soft-Flex
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-7    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Sârmă pentru proiecte de artizanat > Sârmă pentru bijuterii și mărgele > Sârmă subțire
gid://shopify/TaxonomyCategory/ae-2-1-2-8        : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Aplicații și petice
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Aplicații și petice > Petice cu margele
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Aplicații și petice > Petice decorate
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Aplicații și petice > Petice brodate
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Aplicații și petice > Petice din țesătură
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-5    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Aplicații și petice > Aplicații fixate cu fierul de călcat
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-6    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Aplicații și petice > Petice cu motive
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-7    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Aplicații și petice > Petice cu paiete
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-8    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Aplicații și petice > Aplicații cusute
gid://shopify/TaxonomyCategory/ae-2-1-2-8-2      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Mărgele
gid://shopify/TaxonomyCategory/ae-2-1-2-8-3      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Arcuri și yo-yo
gid://shopify/TaxonomyCategory/ae-2-1-2-8-4      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Autocolante decorative
gid://shopify/TaxonomyCategory/ae-2-1-2-8-4-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Ornamente și decorațiuni > Autocolante decorative > Autocolante decorative 3D
