# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼镜佩戴方式设计
gid://shopify/TaxonomyAttribute/8305  : 发动机除油剂冲洗要求
gid://shopify/TaxonomyAttribute/2175  : 发动机设计
gid://shopify/TaxonomyAttribute/8306  : 发动机支架类型
gid://shopify/TaxonomyAttribute/8307  : 发动机油配方
gid://shopify/TaxonomyAttribute/8308  : 发动机油规格
gid://shopify/TaxonomyAttribute/2176  : 发动机用途
gid://shopify/TaxonomyAttribute/8309  : 发动机大修套件所含物品
gid://shopify/TaxonomyAttribute/8310  : 发动机旋转方向
gid://shopify/TaxonomyAttribute/8311  : 发动机正时系统驱动类型
gid://shopify/TaxonomyAttribute/2694  : 发动机类型
gid://shopify/TaxonomyAttribute/8312  : 发动机气门涂层
gid://shopify/TaxonomyAttribute/8313  : 发动机气门位置
gid://shopify/TaxonomyAttribute/8314  : 发动机气门杆尖端类型
gid://shopify/TaxonomyAttribute/8315  : 发动机气门机构类型
gid://shopify/TaxonomyAttribute/2527  : 镌刻
gid://shopify/TaxonomyAttribute/6682  : 强化等级
gid://shopify/TaxonomyAttribute/5873  : 入口槽设计
gid://shopify/TaxonomyAttribute/5335  : 投币方向
gid://shopify/TaxonomyAttribute/7399  : 入口拉链位置
gid://shopify/TaxonomyAttribute/3156  : 信封特征
gid://shopify/TaxonomyAttribute/2514  : 信封封口设计
gid://shopify/TaxonomyAttribute/7400  : 击剑剑尖类型
gid://shopify/TaxonomyAttribute/5455  : 均衡器类型
gid://shopify/TaxonomyAttribute/6683  : 马术项目
gid://shopify/TaxonomyAttribute/7401  : 马术头盔安全认证
gid://shopify/TaxonomyAttribute/7402  : 马匹适用区域
gid://shopify/TaxonomyAttribute/9491  : 设备接触材料（啤酒/葡萄酒）
gid://shopify/TaxonomyAttribute/2371  : 时代
gid://shopify/TaxonomyAttribute/5571  : 纠错类型
gid://shopify/TaxonomyAttribute/5874  : 意式咖啡机的锅炉类型
gid://shopify/TaxonomyAttribute/1936  : 以太网 LAN 接口类型
gid://shopify/TaxonomyAttribute/5609  : 以太网电缆类别
gid://shopify/TaxonomyAttribute/9492  : 次中音号配套配件
gid://shopify/TaxonomyAttribute/9493  : 上低音号阀门配置
gid://shopify/TaxonomyAttribute/9494  : 欧洲剑的历史时期
gid://shopify/TaxonomyAttribute/9495  : 欧洲剑形制/类型
gid://shopify/TaxonomyAttribute/1372  : 蒸发技术
gid://shopify/TaxonomyAttribute/8320  : 蒸发器芯型
gid://shopify/TaxonomyAttribute/2275  : 活动类型
gid://shopify/TaxonomyAttribute/9496  : 平纹织物后整理/处理工艺
gid://shopify/TaxonomyAttribute/9497  : 机织面料包装形式
gid://shopify/TaxonomyAttribute/7403  : 动感单车配件/零件类型
gid://shopify/TaxonomyAttribute/7404  : 健身车坐垫部件
gid://shopify/TaxonomyAttribute/7405  : 动感单车数据监测
gid://shopify/TaxonomyAttribute/2859  : 包含健身器材
gid://shopify/TaxonomyAttribute/2858  : 健身器材材质
gid://shopify/TaxonomyAttribute/5498  : 健身器材板功能
gid://shopify/TaxonomyAttribute/2979  : 健身器材特点
gid://shopify/TaxonomyAttribute/7406  : 运动垫配套配件
gid://shopify/TaxonomyAttribute/5235  : 去角质剂类型
gid://shopify/TaxonomyAttribute/5239  : 去角质强度
gid://shopify/TaxonomyAttribute/5296  : 去角质方法
gid://shopify/TaxonomyAttribute/8321  : 排气冷却类型
gid://shopify/TaxonomyAttribute/8322  : 排气管安装位置
gid://shopify/TaxonomyAttribute/8323  : 排气出口配置
gid://shopify/TaxonomyAttribute/1838  : 扩展插槽
gid://shopify/TaxonomyAttribute/8324  : 膨胀水箱盖连接类型
gid://shopify/TaxonomyAttribute/8325  : 膨胀水箱盖泄压功能
gid://shopify/TaxonomyAttribute/8326  : 膨胀水箱盖密封材质
gid://shopify/TaxonomyAttribute/2026  : 曝光控制
gid://shopify/TaxonomyAttribute/2492  : 加长萨克斯管音域
gid://shopify/TaxonomyAttribute/7407  : 延长件安装方式
gid://shopify/TaxonomyAttribute/7408  : 延长件弯曲类型
gid://shopify/TaxonomyAttribute/6904  : 延伸机构
gid://shopify/TaxonomyAttribute/9498  : 扩展桌功能
gid://shopify/TaxonomyAttribute/5392  : 外部天线连接器类型
gid://shopify/TaxonomyAttribute/3051  : 体外除颤器功能
gid://shopify/TaxonomyAttribute/1365  : 灭火器等级
gid://shopify/TaxonomyAttribute/1366  : 灭火剂类型
gid://shopify/TaxonomyAttribute/5128  : 提取方法
gid://shopify/TaxonomyAttribute/5260  : 提取技术
gid://shopify/TaxonomyAttribute/1404  : 萃取类型
gid://shopify/TaxonomyAttribute/5259  : 包含的提取器物品
gid://shopify/TaxonomyAttribute/1609  : 提取器尖款式
gid://shopify/TaxonomyAttribute/5293  : 眼部护理涂抹器类型
gid://shopify/TaxonomyAttribute/5226  : 治疗的眼部状况
gid://shopify/TaxonomyAttribute/1656  : 眼枕形状
gid://shopify/TaxonomyAttribute/1618  : 眼影效果
gid://shopify/TaxonomyAttribute/5264  : 眼影盘大小
gid://shopify/TaxonomyAttribute/5265  : 眉毛涂抹器类型
gid://shopify/TaxonomyAttribute/5243  : 眉毛模板形状
gid://shopify/TaxonomyAttribute/1602  : 睫毛刷设计
gid://shopify/TaxonomyAttribute/5266  : 睫毛卷曲类型
gid://shopify/TaxonomyAttribute/5245  : 睫毛夹类型
gid://shopify/TaxonomyAttribute/2833  : 睫毛材质
gid://shopify/TaxonomyAttribute/5250  : 假睫毛卸除剂配方
gid://shopify/TaxonomyAttribute/5267  : 睫毛样式
gid://shopify/TaxonomyAttribute/3333  : 睫毛类型
gid://shopify/TaxonomyAttribute/9499  : 孔眼和垫圈安装方式
gid://shopify/TaxonomyAttribute/2946  : 显微镜目镜/转接器的材质
gid://shopify/TaxonomyAttribute/5233  : 眼镜兼容性
gid://shopify/TaxonomyAttribute/3257  : 镜框设计
gid://shopify/TaxonomyAttribute/2842  : 镜框材质
gid://shopify/TaxonomyAttribute/5228  : 眼镜铰链类型
gid://shopify/TaxonomyAttribute/2841  : 眼镜镜片材质
gid://shopify/TaxonomyAttribute/7409  : 眼镜镜片形状
gid://shopify/TaxonomyAttribute/5231  : 眼镜带特点
gid://shopify/TaxonomyAttribute/7410  : 眼镜带材质
gid://shopify/TaxonomyAttribute/5232  : 眼镜带或链条样式
gid://shopify/TaxonomyAttribute/8330  : 国际汽联认证/认可
gid://shopify/TaxonomyAttribute/5443  : FM 发射器播放源
gid://shopify/TaxonomyAttribute/2777  : 织物
gid://shopify/TaxonomyAttribute/9500  : 织物背衬类型
gid://shopify/TaxonomyAttribute/5875  : 织物护理产品的形式
gid://shopify/TaxonomyAttribute/9501  : 面料裁剪形式
gid://shopify/TaxonomyAttribute/9502  : 面料最终用途
gid://shopify/TaxonomyAttribute/9503  : 面料处理工艺
gid://shopify/TaxonomyAttribute/9504  : 面料预期用途
gid://shopify/TaxonomyAttribute/9505  : 面料不透明度等级
gid://shopify/TaxonomyAttribute/9506  : 布料补丁形状
gid://shopify/TaxonomyAttribute/9507  : 织物修复套件使用方法
gid://shopify/TaxonomyAttribute/9508  : 面料修补套件所含组件
gid://shopify/TaxonomyAttribute/9509  : 织物修复套件的预期用途
gid://shopify/TaxonomyAttribute/9510  : 面料销售规格
gid://shopify/TaxonomyAttribute/5876  : 织物柔顺剂的特点
gid://shopify/TaxonomyAttribute/5877  : 织物硬挺度
gid://shopify/TaxonomyAttribute/9511  : 面料弹力等级
gid://shopify/TaxonomyAttribute/6684  : 面料弹力类型
gid://shopify/TaxonomyAttribute/3276  : 织物结构
gid://shopify/TaxonomyAttribute/6685  : 面料质感
gid://shopify/TaxonomyAttribute/9512  : 布料适用场景
gid://shopify/TaxonomyAttribute/5878  : 织物编织
gid://shopify/TaxonomyAttribute/9513  : 布料重量等级
gid://shopify/TaxonomyAttribute/3342  : 面部区域
gid://shopify/TaxonomyAttribute/7411  : 面罩材质
gid://shopify/TaxonomyAttribute/6686  : 口罩样式
gid://shopify/TaxonomyAttribute/7412  : 口罩款式代码
gid://shopify/TaxonomyAttribute/3335  : 扑面粉类型
gid://shopify/TaxonomyAttribute/7413  : 面部防护类型
gid://shopify/TaxonomyAttribute/3406  : 面板设计
gid://shopify/TaxonomyAttribute/8327  : 面板安全功能
gid://shopify/TaxonomyAttribute/5299  : 面部清洁套装包含的物品
gid://shopify/TaxonomyAttribute/5257  : 面部蒸汽机特点
gid://shopify/TaxonomyAttribute/2625  : 设施标志设计
gid://shopify/TaxonomyAttribute/9514  : 正面长度
gid://shopify/TaxonomyAttribute/5441  : 推子类型
gid://shopify/TaxonomyAttribute/5248  : 假睫毛胶配方
gid://shopify/TaxonomyAttribute/5277  : 假指甲粘合剂类型
gid://shopify/TaxonomyAttribute/3337  : 假指甲贴法
gid://shopify/TaxonomyAttribute/8328  : 风扇护罩类型
gid://shopify/TaxonomyAttribute/7750  : 养殖方法
gid://shopify/TaxonomyAttribute/7751  : 养殖方式
gid://shopify/TaxonomyAttribute/6687  : 头饰风格
gid://shopify/TaxonomyAttribute/2122  : 紧固件表面处理
gid://shopify/TaxonomyAttribute/7414  : 紧固件等级
gid://shopify/TaxonomyAttribute/2926  : 紧固件材质
gid://shopify/TaxonomyAttribute/1219  : 紧固件类型
gid://shopify/TaxonomyAttribute/1479  : 脂肪含量
gid://shopify/TaxonomyAttribute/7752  : 脂肪炼制状态
gid://shopify/TaxonomyAttribute/7753  : 脂肪来源
gid://shopify/TaxonomyAttribute/6905  : 水龙头孔配置
gid://shopify/TaxonomyAttribute/2145  : 水龙头螺纹
gid://shopify/TaxonomyAttribute/9515  : 羽毛用途
gid://shopify/TaxonomyAttribute/9516  : 羽毛附着方式/形式
gid://shopify/TaxonomyAttribute/9517  : 羽毛染色风格
gid://shopify/TaxonomyAttribute/9518  : 羽毛部件
gid://shopify/TaxonomyAttribute/9519  : 羽毛弧度
gid://shopify/TaxonomyAttribute/9520  : 羽毛表面处理工艺
gid://shopify/TaxonomyAttribute/9521  : 羽毛形态
gid://shopify/TaxonomyAttribute/9522  : 羽毛等级
gid://shopify/TaxonomyAttribute/9523  : 羽毛部位
gid://shopify/TaxonomyAttribute/9524  : 羽毛加工类型
gid://shopify/TaxonomyAttribute/9525  : 羽毛产品形态
gid://shopify/TaxonomyAttribute/9526  : 羽毛数量单位
gid://shopify/TaxonomyAttribute/7415  : 羽毛来源
gid://shopify/TaxonomyAttribute/9527  : 羽毛硬度
gid://shopify/TaxonomyAttribute/2989  : 特点
gid://shopify/TaxonomyAttribute/7416  : 进给机构
gid://shopify/TaxonomyAttribute/7417  : 饲料用途
gid://shopify/TaxonomyAttribute/2261  : 进给系统
gid://shopify/TaxonomyAttribute/5879  : 送料器设计
gid://shopify/TaxonomyAttribute/7418  : 喂食器装置类型
gid://shopify/TaxonomyAttribute/1851  : 脚部类型
gid://shopify/TaxonomyAttribute/7754  : 费约果品种
gid://shopify/TaxonomyAttribute/7419  : 毛毡等级
gid://shopify/TaxonomyAttribute/9528  : 制毡模具预期用途
gid://shopify/TaxonomyAttribute/9529  : 毛毡垫表面材料
gid://shopify/TaxonomyAttribute/3133  : 女性卫生用品特点
gid://shopify/TaxonomyAttribute/7420  : 击剑认证
gid://shopify/TaxonomyAttribute/2107  : 击剑组件
gid://shopify/TaxonomyAttribute/7421  : 击剑接器类型
gid://shopify/TaxonomyAttribute/7422  : 击剑项目
gid://shopify/TaxonomyAttribute/7423  : 击剑武器类型
gid://shopify/TaxonomyAttribute/8329  : 护板表面处理状态
gid://shopify/TaxonomyAttribute/7424  : 包括挡泥板部件
gid://shopify/TaxonomyAttribute/7425  : 护舷类型
gid://shopify/TaxonomyAttribute/7755  : 茴香修剪方式
gid://shopify/TaxonomyAttribute/7756  : 茴香品种
gid://shopify/TaxonomyAttribute/7757  : 发酵应用方式
gid://shopify/TaxonomyAttribute/5880  : 发酵罐类型
gid://shopify/TaxonomyAttribute/7758  : 发酵方法
gid://shopify/TaxonomyAttribute/9530  : 发酵容器材料
gid://shopify/TaxonomyAttribute/7426  : 套管材料
gid://shopify/TaxonomyAttribute/5111  : 测量的生育指标
gid://shopify/TaxonomyAttribute/9531  : 纤维动物/来源类型
gid://shopify/TaxonomyAttribute/2310  : 纤维艺术项目类型
gid://shopify/TaxonomyAttribute/9532  : 纤维光泽等级
gid://shopify/TaxonomyAttribute/5007  : 光纤模式
gid://shopify/TaxonomyAttribute/9533  : 纤维制备/加工阶段
gid://shopify/TaxonomyAttribute/9534  : 纤维预处理类型
gid://shopify/TaxonomyAttribute/3301  : 场地平整度
gid://shopify/TaxonomyAttribute/7427  : 草地曲棍球比赛场地表面
gid://shopify/TaxonomyAttribute/7428  : 草地曲棍球类型
gid://shopify/TaxonomyAttribute/7429  : 曲棍球球门尺寸标准
gid://shopify/TaxonomyAttribute/7430  : 曲棍球训练目标
gid://shopify/TaxonomyAttribute/7431  : 守备点安装方式
gid://shopify/TaxonomyAttribute/7432  : 守备点尖端样式
gid://shopify/TaxonomyAttribute/7433  : 守备手套位置
gid://shopify/TaxonomyAttribute/7434  : 守备训练重点
gid://shopify/TaxonomyAttribute/7759  : 无花果品种
gid://shopify/TaxonomyAttribute/7435  : 8 字形装置设计
gid://shopify/TaxonomyAttribute/9535  : 模型成品工艺类型
gid://shopify/TaxonomyAttribute/9536  : 雕像模型比例
gid://shopify/TaxonomyAttribute/5881  : 灯丝样式
gid://shopify/TaxonomyAttribute/2663  : 文件格式类型
gid://shopify/TaxonomyAttribute/2832  : 文件形状
gid://shopify/TaxonomyAttribute/7436  : 填充状态
gid://shopify/TaxonomyAttribute/1342  : 填充材料
gid://shopify/TaxonomyAttribute/1343  : 填充物支持
gid://shopify/TaxonomyAttribute/2715  : 填充物类型
gid://shopify/TaxonomyAttribute/7760  : 填充稠度
gid://shopify/TaxonomyAttribute/7761  : 填充类型
gid://shopify/TaxonomyAttribute/1361  : 贴膜方法
gid://shopify/TaxonomyAttribute/1991  : 胶片格式
gid://shopify/TaxonomyAttribute/6292  : 薄膜可重复使用性
gid://shopify/TaxonomyAttribute/2027  : 胶片类型
gid://shopify/TaxonomyAttribute/5882  : 滤纸漂白法
gid://shopify/TaxonomyAttribute/5374  : 过滤器外形
gid://shopify/TaxonomyAttribute/5537  : 滤波器安装类型
gid://shopify/TaxonomyAttribute/2816  : 过滤材料
gid://shopify/TaxonomyAttribute/5452  : 滤波器斜率
gid://shopify/TaxonomyAttribute/5883  : 过滤技术
gid://shopify/TaxonomyAttribute/5487  : 滤波器拓扑
gid://shopify/TaxonomyAttribute/1706  : 过滤器类型
gid://shopify/TaxonomyAttribute/1953  : 过滤模式
gid://shopify/TaxonomyAttribute/7762  : 过滤和母液状态
gid://shopify/TaxonomyAttribute/2633  : 过滤等级
gid://shopify/TaxonomyAttribute/7763  : 过滤方法
gid://shopify/TaxonomyAttribute/5375  : 过滤技术
gid://shopify/TaxonomyAttribute/7437  : 尾鳍盒系统
gid://shopify/TaxonomyAttribute/7438  : 鳍片浮力
gid://shopify/TaxonomyAttribute/7439  : 鳍片柔韧度等级
gid://shopify/TaxonomyAttribute/2865  : 鳍片材质
gid://shopify/TaxonomyAttribute/7440  : 鳍片安装系统
gid://shopify/TaxonomyAttribute/1250  : 鳍板袋类型
gid://shopify/TaxonomyAttribute/7441  : 鳍片位置
gid://shopify/TaxonomyAttribute/1254  : 鳍板外形
gid://shopify/TaxonomyAttribute/7442  : 脚蹼绑带类型
gid://shopify/TaxonomyAttribute/7443  : 鳍片模板
gid://shopify/TaxonomyAttribute/7444  : 手指计数
gid://shopify/TaxonomyAttribute/7445  : 手指覆盖
gid://shopify/TaxonomyAttribute/7446  : 手指握持可调节性
gid://shopify/TaxonomyAttribute/9537  : 指孔配置
gid://shopify/TaxonomyAttribute/7447  : 指孔数量
gid://shopify/TaxonomyAttribute/9538  : 指拨环绑带样式
gid://shopify/TaxonomyAttribute/9539  : 指拨刀片长度
gid://shopify/TaxonomyAttribute/9540  : 手指拨片刀片形状
gid://shopify/TaxonomyAttribute/9541  : 指拨尺寸
gid://shopify/TaxonomyAttribute/9542  : 指拨环佩戴位置
gid://shopify/TaxonomyAttribute/7448  : 指垫
gid://shopify/TaxonomyAttribute/6421  : 指板轴承类型
gid://shopify/TaxonomyAttribute/6422  : 手指滑板防滑类型
gid://shopify/TaxonomyAttribute/1906  : 指纹采集方法
gid://shopify/TaxonomyAttribute/1346  : 最终形状
gid://shopify/TaxonomyAttribute/9543  : 抛光剂活性成分
gid://shopify/TaxonomyAttribute/9544  : 抛光剂类型
gid://shopify/TaxonomyAttribute/2062  : 抛光
gid://shopify/TaxonomyAttribute/9545  : 烘烤完成后即可食用
gid://shopify/TaxonomyAttribute/9546  : 成品效果
gid://shopify/TaxonomyAttribute/9547  : 成品类型
gid://shopify/TaxonomyAttribute/9548  : 成品规格
gid://shopify/TaxonomyAttribute/5884  : 消防报警控制面板类型
gid://shopify/TaxonomyAttribute/3358  : 包含灭火器物品
gid://shopify/TaxonomyAttribute/6906  : 包括火坑配件
gid://shopify/TaxonomyAttribute/5885  : 防火等级
gid://shopify/TaxonomyAttribute/5886  : 点火器类型
gid://shopify/TaxonomyAttribute/5612  : FireWire 标准
gid://shopify/TaxonomyAttribute/5887  : 壁炉燃料的形态
gid://shopify/TaxonomyAttribute/5888  : 包含的壁炉工具物件
gid://shopify/TaxonomyAttribute/5889  : 柴火干燥程度
gid://shopify/TaxonomyAttribute/9549  : 烟花套装发射类型
gid://shopify/TaxonomyAttribute/9550  : 所含烟花品种类型
gid://shopify/TaxonomyAttribute/9551  : 烟花效果类型
gid://shopify/TaxonomyAttribute/9552  : 烟花点火方式
gid://shopify/TaxonomyAttribute/9553  : 烟花视觉强度等级
gid://shopify/TaxonomyAttribute/7449  : 发射模式
gid://shopify/TaxonomyAttribute/1514  : 坚固度
gid://shopify/TaxonomyAttribute/5115  : 急救容器类型
gid://shopify/TaxonomyAttribute/5116  : 急救包合规标准
gid://shopify/TaxonomyAttribute/1712  : 急救套装组件
gid://shopify/TaxonomyAttribute/1562  : 急救包使用
gid://shopify/TaxonomyAttribute/9554  : 首日封纪念戳类型
gid://shopify/TaxonomyAttribute/9555  : 首日盖销戳类型
gid://shopify/TaxonomyAttribute/9556  : 首日封套装类型
gid://shopify/TaxonomyAttribute/3265  : 学步鞋/爬行鞋款式
gid://shopify/TaxonomyAttribute/1709  : 鱼类
gid://shopify/TaxonomyAttribute/7450  : 鱼钩尺寸
gid://shopify/TaxonomyAttribute/7451  : 鱼钩样式
gid://shopify/TaxonomyAttribute/7452  : 鱼钩类型
gid://shopify/TaxonomyAttribute/7453  : 鱼线用途
gid://shopify/TaxonomyAttribute/7454  : 鱼线浮力类型
gid://shopify/TaxonomyAttribute/7455  : 鱼针用途
gid://shopify/TaxonomyAttribute/7456  : 所含钓鱼针类型
gid://shopify/TaxonomyAttribute/1293  : 钓鱼竿敏感度
gid://shopify/TaxonomyAttribute/1294  : 钓鱼竿调性
gid://shopify/TaxonomyAttribute/2880  : 鱼线材质
gid://shopify/TaxonomyAttribute/35    : 修身
gid://shopify/TaxonomyAttribute/7457  : 贴合轮廓
gid://shopify/TaxonomyAttribute/2696  : 拟合类型
gid://shopify/TaxonomyAttribute/7458  : 鞋内体积分类
gid://shopify/TaxonomyAttribute/8331  : 接头角度
gid://shopify/TaxonomyAttribute/1352  : 固定类型
gid://shopify/TaxonomyAttribute/5890  : 旗帜的固定方式
gid://shopify/TaxonomyAttribute/7459  : 旗帜基本类型
gid://shopify/TaxonomyAttribute/8332  : 旗帜设计主题
gid://shopify/TaxonomyAttribute/8333  : 旗帜安装方法
gid://shopify/TaxonomyAttribute/1347  : 旗帜形状
gid://shopify/TaxonomyAttribute/7460  : 旗帜类型
gid://shopify/TaxonomyAttribute/5891  : 火焰调节
gid://shopify/TaxonomyAttribute/6688  : 阻燃标准
gid://shopify/TaxonomyAttribute/9557  : 弗拉门戈卡洪鼓响弦系统
gid://shopify/TaxonomyAttribute/8334  : 可燃性合规性
gid://shopify/TaxonomyAttribute/5602  : 阻燃等级 (UL 94)
gid://shopify/TaxonomyAttribute/9558  : 法兰绒拉毛处理
gid://shopify/TaxonomyAttribute/9559  : 法兰绒用途类型
gid://shopify/TaxonomyAttribute/7461  : 鞍翼配置
